jd_tdb,calendar,x_jpl_km,y_jpl_km,z_jpl_km,vx_jpl_kms,vy_jpl_kms,vz_jpl_kms,x_num_km,y_num_km,z_num_km,vx_num_kms,vy_num_kms,vz_num_kms,err_r_abs_km,err_r_rel,err_v_abs_kms,err_v_rel,err_rho_abs_km,err_rho_rel
2461108.5,A.D. 2026-Mar-09 00:00:00.0000,-145298850.56040323,30729752.59726447,-1036.4388343114406,-6.647724521094307,-29.255614343485462,0.0017912758471254609,-145297784.9739947,30727687.80707766,-1070.8717576392303,-6.647259279945732,-29.256215971144524,0.0017816969118389467,2323.793995985921,1.5647087941169088e-05,0.0007605898516785545,2.5351823052322333e-05,1469.7535022497177,9.89647203722353e-06
2461109.5,A.D. 2026-Mar-10 00:00:00.0000,-145851218.7744839,28197549.337434407,-881.5190282277763,-6.138321579589921,-29.358711544672023,0.001794740530923989,-145850112.56009918,28195432.354856893,-916.7789888709214,-6.137845465604701,-29.35931281410896,0.001785174688478312,2388.842557233492,1.6080857018196378e-05,0.000767007801824719,2.557242626281534e-05,1487.9284299612045,1.0016216540961787e-05
2461110.5,A.D. 2026-Mar-11 00:00:00.0000,-146359510.74035734,25656825.01097538,-726.3232660647482,-5.627467629994492,-29.452858544367327,0.0017976636967276256,-146358362.953221,25654655.888735656,-762.4091551172298,-5.626980616094215,-29.453458940602502,0.0017881104311071963,2454.3448805362896,1.6517418071126998e-05,0.0007731425762168261,2.5783751493894623e-05,1505.0707851350307,1.0128928327009453e-05
2461111.5,A.D. 2026-Mar-12 00:00:00.0000,-146823607.99324843,23108353.575844686,-570.8983442056925,-5.115322437869529,-29.538040541920296,0.001800045091718162,-146822417.68746963,23106132.411642183,-607.8090912958514,-5.114824525673908,-29.53863954027895,0.0017905040954052701,2520.2699587114607,1.6956558978921352e-05,0.0007789779321836619,2.5985248671918394e-05,1521.1525791585445,1.0234424822342307e-05
2461112.5,A.D. 2026-Mar-13 00:00:00.0000,-147243405.86863446,20552910.14200089,-415.29109090846026,-4.602045678914177,-29.614245669073718,0.001801884234158279,-147242172.09976125,20550637.079435006,-453.02562860801083,-4.601536900106196,-29.61484273309178,0.0017923558115419797,2586.585192155639,1.7398057256157984e-05,0.0007844948106604336,2.617627297479223e-05,1536.1457331180573,1.033252316592656e-05
2461113.5,A.D. 2026-Mar-14 00:00:00.0000,-147618813.49215144,17991270.718639385,-259.54838444851333,-4.087796885151058,-29.681464975962008,0.0018031804603158008,-147617535.3197553,17988945.9483075,-298.10557951003454,-4.0872773007963215,-29.682059555622637,0.0017936658830666613,2653.2561933584257,1.7841678759145993e-05,0.0007896729713624427,2.635613927872405e-05,1550.0220981538296,1.0423040343432904e-05
2461114.5,A.D. 2026-Mar-15 00:00:00.0000,-147949753.7648768,15424211.962700354,-103.71716485824436,-3.5727353916796365,-29.739692415666692,0.0018039330256964814,-147948430.25499243,15421835.72342192,-143.0957227835386,-3.5722050896128295,-29.74028394629835,0.0017944347857358704,2720.2467155143922,1.8287177228249267e-05,0.0007944929117453901,2.6524186166844675e-05,1562.753680229187,1.0505794695554232e-05
2461115.5,A.D. 2026-Mar-16 00:00:00.0000,-148236163.34402892,12852510.928771976,52.155565249733634,-3.0570202837918288,-29.788924827369655,0.0018041412541904827,-148234793.5712966,12850083.508867646,11.957211290415467,-3.0564793744108094,-29.789512729525075,0.0017946631662797581,2787.518724206625,1.8734294792342694e-05,0.0007989378805468668,2.667984320162638e-05,1574.313044667244,1.0580608631650038e-05
2461116.5,A.D. 2026-Mar-17 00:00:00.0000,-148477992.6191045,10276944.820507202,208.02275427524003,-2.5408103442122862,-29.8291619181844,0.001803804719965996,-148476575.66850054,10274466.559036031,167.0065556480129,-2.5402589552791275,-29.829745598768444,0.0017943518411093122,2855.0326201478433,1.918276348718424e-05,0.000802995726462821,2.682269280302494e-05,1584.6738574802876,1.0647312257607105e-05
2461117.5,A.D. 2026-Mar-18 00:00:00.0000,-148675205.68345404,7698290.743662415,363.83733149990445,-2.024264000222336,-29.860406243809045,0.0018029234365801723,-148673740.6515595,7695762.031501561,322.00572104519586,-2.023702271531721,-29.860985098608847,0.0017935017949663283,2922.7475991071774,1.96323076925148e-05,0.0008066602558969961,2.695251582912537e-05,1593.8114855885506,1.0705747392794668e-05
2461118.5,A.D. 2026-Mar-19 00:00:00.0000,-148827780.30127704,5117325.460850868,519.5522523343097,-1.5075392704864152,-29.88266318822528,0.0018014980175742317,-148826266.2971174,5114746.741496625,476.9082105411237,-1.5069673494619016,-29.88323660580142,0.0017921141795179645,2990.622112140373,2.0082647238358614e-05,0.0008099317448561726,2.7069308966582778e-05,1601.703557908535,1.0755771317052037e-05
2461119.5,A.D. 2026-Mar-20 00:00:00.0000,-148935707.87000865,2534825.148080873,675.1205547394928,-0.990793711566839,-29.895940942739156,0.0017995297675685855,-148934144.01559344,2532196.9180647274,631.667633857875,-0.9902117508774533,-29.896508309370464,0.0017901903118977516,3058.6143604689055,2.0533500738374784e-05,0.0008128163161164294,2.7173264218956297e-05,1608.3303722441196,1.0797259475680461e-05
2461120.5,A.D. 2026-Mar-21 00:00:00.0000,-148998993.3780812,-48434.846878700424,830.4954191722063,-0.4741843644392213,-29.90025048469593,0.001797020668146132,-148997378.80885544,-51112.03802591612,786.2377216118502,-0.47359252243323047,-29.900811189768408,0.0017877316731949387,3126.6827417071318,2.0984588590658262e-05,0.0008153241219195269,2.7264708420517542e-05,1613.6750493049622,1.0830106482177466e-05
2461121.5,A.D. 2026-Mar-22 00:00:00.0000,-149017655.35808647,-2631680.2442888836,985.6302222481463,0.04213229840635353,-29.89560555609232,0.0017939732478176047,-149015989.2235511,-2634405.794528745,940.5723394124868,0.04273385422321537,-29.896158997129287,0.0017847399068940566,3194.7861607273053,2.1435635064776005e-05,0.0008174665967389755,2.7344011544516046e-05,1617.7233802080154,1.0854225062124524e-05
2461122.5,A.D. 2026-Mar-23 00:00:00.0000,-148991725.83541647,-5214138.070380094,1140.4785748473369,0.5580004245583086,-29.882022642120045,0.0017903903585239078,-148990007.3001672,-5216911.326048307,1094.62550182407,0.5586115114785397,-29.88256822864715,0.0017812168172665805,3262.8841396131324,2.1886369037093144e-05,0.0008192533408496079,2.7411482504306e-05,1620.4633766710758,1.0869543004098919e-05
2461123.5,A.D. 2026-Mar-24 00:00:00.0000,-148921250.27253267,-7795036.893430195,1294.9943386437371,1.0732648312116366,-29.859520949478213,0.0017862749088006775,-148919478.51788962,-7797857.150378486,1248.351386186583,1.073885243939711,-29.86005810510979,0.001777164367716577,3330.9367052795565,2.2336523233367736e-05,0.0008206894221628545,2.746727877603791e-05,1621.8846154808998,1.0875998735764138e-05
2461124.5,A.D. 2026-Mar-25 00:00:00.0000,-148806287.50905922,-10373607.057945237,1449.1316202268936,1.5877710522774673,-29.82812238406955,0.0017816296259436364,-148804461.73533657,-10376473.56277786,1401.7043462917018,1.5884005557670886,-29.828650546618075,0.0017725846790822215,3398.9040863315277,2.278583219321734e-05,0.0008217737718932347,2.7511352485607547e-05,1621.9775221049786,1.0873536499155462e-05
2461125.5,A.D. 2026-Mar-26 00:00:00.0000,-148646909.6979098,-12949080.916871907,1602.8447481440382,2.1013653831201164,-29.787851527683536,0.0017764569045866092,-148645029.12723908,-12951992.868113117,1554.6389259101977,2.10200370714333,-29.78837014752148,0.0017674800278950477,3466.746295890326,2.3234029473236143e-05,0.0008224990451275812,2.7543445458009754e-05,1620.7327528297901,1.0862102194246574e-05
2461126.5,A.D. 2026-Mar-27 00:00:00.0000,-148443202.23763746,-15520693.061739624,1756.0882418230176,2.613894923359623,-29.73873561334346,0.0017707587737056936,-148441266.11714458,-15523649.610804116,1707.1098721671851,2.614541759868063,-29.739244150600143,0.0017618528445988168,3534.422698883114,2.368084475022557e-05,0.0008228529186054546,2.7563132399243238e-05,1618.1408076882362,1.0841640775727987e-05
2461127.5,A.D. 2026-Mar-28 00:00:00.0000,-148195263.70114666,-18087680.550608378,1908.8167829439049,3.1252076183829267,-29.68080449915772,0.0017645369831456037,-148193271.30621976,-18090680.80250688,1859.0721487618014,3.1258626220693007,-29.681302420523764,0.001755705711729846,3601.8916596489235,2.4126001466801573e-05,0.000822820458715931,2.7569900010857013e-05,1614.1919455826283,1.0812095678253036e-05
2461128.5,A.D. 2026-Mar-29 00:00:00.0000,-147903205.76085076,-20649283.133693203,2060.985198428855,3.6351523002255193,-29.61409064070305,0.001757793179766765,-147901156.39822784,-20652326.147473183,2010.480949028065,3.6358150920236283,-29.614577416617703,0.0017490413620606595,3669.1103423798586,2.456921550391772e-05,0.0008223869849645654,2.7563242846666008e-05,1608.8764061927795,1.0773410296862283e-05
2461129.5,A.D. 2026-Mar-30 00:00:00.0000,-147567153.1103045,-23204743.476544786,2212.5484609063715,4.1435787283469745,-29.53862906211148,0.001750529127127366,-147565046.1207591,-23207828.2655284,2161.2917088338318,4.144248901078235,-29.539104164966208,0.0017418626767087865,3736.034699049288,2.5010195110230902e-05,0.0008215408204465697,2.7542755546772656e-05,1602.1848760843277,1.0725531099517637e-05
2461130.5,A.D. 2026-Mar-31 00:00:00.0000,-147187243.38230658,-25753307.380685408,2363.4617082383493,4.6503376306031745,-29.454457326124093,0.0017427469192359275,-147185078.1427921,-25756432.91261144,2311.460119314902,4.6510147556688315,-29.454920229882905,0.0017341726832125275,3802.6196418941977,2.5448642066166145e-05,0.0008202754183730114,2.750820430705312e-05,1594.109097033739,1.066841168595628e-05
2461131.5,A.D. 2026-Apr-01 00:00:00.0000,-146763627.06345063,-28294224.00162363,2513.680279700086,5.155280744476578,-29.36161550341335,0.001734449146111316,-146761402.98866323,-28297389.19882346,2460.9421394415294,5.155964378428533,-29.362065684778052,0.0017259745535754903,3868.819365804926,2.588425384839701e-05,0.0008185905326287983,2.7459566404714928e-05,1584.642495661974,1.0602016982030397e-05
2461132.5,A.D. 2026-Apr-02 00:00:00.0000,-146296467.40510774,-30826746.064197455,2663.1597632821645,5.6582608584107295,-29.2601461414627,0.0017256389829007905,-146294183.94852427,-30829949.80393457,2609.6940084146772,5.6589505483837,-29.260583082452314,0.0017172716022816788,3934.5877622327016,2.6316726402186062e-05,0.0008164923148921596,2.739703377360718e-05,1573.780720770359,1.0526326809405459e-05
2461133.5,A.D. 2026-Apr-03 00:00:00.0000,-145785940.33084357,-33350130.075218175,2811.8560469914223,6.159131852939374,-29.15009423323829,0.0017163201927896665,-145783596.9853665,-33353371.190300163,2757.6722578895656,6.159827140233759,-29.15051742484612,0.0017080672842828947,3999.878858492876,2.6745757078227555e-05,0.0008139924257464458,2.732098349088055e-05,1561.5220015645027,1.0441338251401005e-05
2461134.5,A.D. 2026-Apr-04 00:00:00.0000,-145232234.34030512,-35863636.53340444,2959.725366916508,6.6577487412235,-29.03150718580635,0.0017064970516713633,-145229830.638691,-35866913.813141115,2904.833724024217,6.658449162712842,-29.031916132273587,0.0016983651929601887,4064.6472189557967,2.717104730913087e-05,0.0008111064066587352,2.723192339633567e-05,1547.867279946804,1.0347066504456633e-05
2461135.5,A.D. 2026-Apr-05 00:00:00.0000,-144635550.40964407,-38366530.1366051,3106.7243461105977,7.153967708616361,-28.90443478896177,0.0016961742161285542,-144633085.92490304,-38369842.3281445,3051.1355593507956,7.154672796032115,-28.90482901216963,0.0016881690580610859,4128.848258977566,2.7592304697632098e-05,0.0008078516472873011,2.7130424026432387e-05,1532.8201123476028,1.0243544188041212e-05
2461136.5,A.D. 2026-Apr-06 00:00:00.0000,-143996101.8885753,-40858079.986312136,3252.810020595789,7.647646150958438,-28.768929183863186,0.0016853565602268361,-143993576.234513,-40861425.79634424,3196.5352444677374,7.6483554284024375,-28.769308227378605,0.0016774827436142625,4192.43843886136,2.8009244299201605e-05,0.0008042452835649685,2.7017048104074864e-05,1516.386368304491,1.0130819297934629e-05
2461137.5,A.D. 2026-Apr-07 00:00:00.0000,-143314114.39418837,-43337559.78946189,3397.9398508314043,8.138642711397821,-28.62504483161549,0.0016740490099902416,-143311527.22622016,-43340937.88624286,3340.9905995508075,8.139355691637931,-28.625408264012236,0.0016663102458233461,4255.375327109966,2.8421589028953374e-05,0.0008003023292869598,2.6892287752060287e-05,1498.5737859904766,1.0008952207726942e-05
2461138.5,A.D. 2026-Apr-08 00:00:00.0000,-142589825.70164657,-45804248.05751655,3542.0717198941857,8.626817315676027,-28.472838481716703,0.0016622563975907667,-142587176.71796012,-45807657.0731386,3484.459795681323,8.627533495841826,-28.47318589890455,0.0016546556909414702,4317.617539367357,2.882906923734612e-05,0.0007960342348399064,2.675651595486537e-05,1479.3914536833763,9.878012181140398e-06
2461139.5,A.D. 2026-Apr-09 00:00:00.0000,-141823485.63190266,-48257428.3028108,3685.163920335472,9.112031205774855,-28.31236914028598,0.0016499833596856917,-141820774.5749955,-48260866.835624404,3626.9013659899733,9.112750063176794,-28.312700166690636,0.0016425233331281925,4379.124568838272,2.9231421561747534e-05,0.0007914481012027949,2.660995996833546e-05,1458.8492864072323,9.738073858295692e-06
2461140.5,A.D. 2026-Apr-10 00:00:00.0000,-141015355.93657708,-50696389.23214079,3827.1751346848914,9.594146972114949,-28.143698037998455,0.0016372342796966421,-141012582.59512728,-50699855.84922701,3768.27421661477,9.594867960722736,-28.144012326536178,0.001629917552290346,4439.856544733674,2.962838729920577e-05,0.000786546497037937,2.645269496703889e-05,1436.9575770795345,9.589214245388334e-06
2461141.5,A.D. 2026-Apr-11 00:00:00.0000,-140165710.18011323,-53120424.93756823,3968.064412977547,10.073028584297823,-27.96688859766388,0.0016240132872056279,-140162874.3911081,-53123918.177157275,3908.537637471811,10.073751132425784,-27.967185828543627,0.0016168428519083727,4499.773943775214,3.0019710468387082e-05,0.0007813279773806963,2.628466128437146e-05,1413.726668715477,9.43151051731946e-06
2461142.5,A.D. 2026-Apr-12 00:00:00.0000,-139274833.6193394,-55528835.08440396,4107.791153151543,10.548541420452258,-27.782006401347683,0.0016103243210263685,-139271935.2703328,-55532353.4581452,4047.6513128376623,10.549264930142952,-27.782286279861015,0.0016033038568496493,4558.837302147908,3.0405135877345485e-05,0.0007757883356111361,2.610570635908308e-05,1389.1668031215668,9.265039001349847e-06
2461143.5,A.D. 2026-Apr-13 00:00:00.0000,-138343023.0805468,-57920925.09632833,4246.315089158715,11.020552295415932,-27.589119156955665,0.0015961712432055464,-138340062.1118864,-57924467.09133463,4185.575331742296,11.021276143787675,-27.58938141051836,0.001589305311170279,4617.006968867107,3.078440747023866e-05,0.0007699224230042015,2.5915645859748256e-05,1363.288174778223,9.08987553077673e-06
2461144.5,A.D. 2026-Apr-14 00:00:00.0000,-137370586.83417743,-60296006.337597385,4383.596290882678,11.488929487908948,-27.388296664169236,0.0015815579974400862,-137367563.24102554,-60299570.41821545,4322.270198171688,11.489653030582055,-27.388541039016555,0.0015748520759067959,4674.24294297364,3.115726723513654e-05,0.0007637264138375752,2.5714339916289707e-05,1336.101193755865,8.906097191549248e-06
2461145.5,A.D. 2026-Apr-15 00:00:00.0000,-136357844.46719885,-62653396.292272836,4519.595179095865,11.953542766964445,-27.179610779594885,0.001566488793768528,-136354758.30117172,-62656980.90157267,4457.696841079195,11.954265343422358,-27.179837037692742,0.0015599491268591902,4730.504833914463,3.1523454934071815e-05,0.0007572002585979505,2.5501775816283942e-05,1307.616936892271,8.713785320676386e-06
2461146.5,A.D. 2026-Apr-16 00:00:00.0000,-135305126.75321352,-64992418.740403265,4654.272556331009,12.414263418007966,-26.963135381034387,0.0015509682860415097,-135301978.12349108,-64996022.30143446,4591.816624205062,12.414984358364885,-26.963343297885864,0.0015446015523666245,4785.7519762372585,3.188270886109442e-05,0.0007503498854932215,2.5278142361012716e-05,1277.8477284312248,8.513029362298025e-06
2461147.5,A.D. 2026-Apr-17 00:00:00.0000,-134212775.52031448,-67312403.9310809,4787.589651230723,12.87096426901159,-26.7389463309068,0.0015350016985014037,-134209564.59413742,-67316024.84800267,4724.591355703537,12.87168290124,-26.739135694925398,0.0015288145510771775,4839.943703624971,3.223476765981812e-05,0.0007431885978952888,2.50438772486529e-05,1246.8077498674393,8.30393091211702e-06
2461148.5,A.D. 2026-Apr-18 00:00:00.0000,-133081143.51666638,-69612688.75230844,4919.508170083166,13.323519717033202,-26.507121439045264,0.0015185948596805332,-133077870.51923296,-69616325.41155137,4855.983297577007,13.324235373402614,-26.507292052965816,0.001512593429712911,4893.0397564091845,3.2579373026262536e-05,0.0007357371583164047,2.4799670259034815e-05,1214.513551414013,8.086607100451096e-06
2461149.5,A.D. 2026-Apr-19 00:00:00.0000,-131910594.27377376,-71892616.8976398,5049.990346264095,13.77180575518144,-26.2677404253043,0.0015017541180171179,-131907259.4876617,-71896267.66928151,4985.95517491693,13.772517776628003,-26.267892109688585,0.0014959436008315278,4945.000757966166,3.291627286538169e-05,0.0007280222901206612,2.4546413089063683e-05,1180.9843348264694,7.861192448204543e-06
2461150.5,A.D. 2026-Apr-20 00:00:00.0000,-130701501.9674121,-74151539.02960244,5178.998977322131,14.215699999672472,-26.020884882561923,0.0014844861437008916,-130698105.73174772,-74155202.26912032,5114.470184951252,14.216407737162331,-26.02101748089306,0.0014788705805858315,4995.788668313019,3.324522429040144e-05,0.0007200737507523521,2.4285100921254937e-05,1146.241917848587,7.627838601668512e-06
2461151.5,A.D. 2026-Apr-21 00:00:00.0000,-129454251.2762415,-76388812.93996121,5306.497441444547,14.65508171626747,-25.766638240674197,0.0014667976606048683,-129450793.9858922,-76392486.99045832,5241.492005898187,14.655784528937803,-25.766751624996967,0.0014613799864821864,5045.36711462023,3.356599579821263e-05,0.0007119206454541163,2.401670820148537e-05,1110.310362637043,7.386711832919253e-06
2461152.5,A.D. 2026-Apr-22 00:00:00.0000,-128169237.23819642,-78603803.70691845,5432.449690662325,15.089831845156082,-25.50508573158675,0.0014486951930248184,-128165719.34323993,-78607486.90181479,5366.984805626337,15.090529095962772,-25.505179807466533,0.0014434775351391091,5093.7015244769855,3.387836812922499e-05,0.000703588077315397,2.3742075558194732e-05,1073.2153493762016,7.137988850227152e-06
2461153.5,A.D. 2026-Apr-23 00:00:00.0000,-126846865.10481693,-80795883.84934276,5556.820225588977,15.519833023720178,-25.23631435543916,0.001430184891960451,-126843287.11044726,-80799574.51542863,5490.9132501212,15.520524073897597,-25.236389065195798,0.0014251690400471076,5140.759048642042,3.4182133726020274e-05,0.0006950949965427376,2.346183701428048e-05,1034.983443647623,6.8818519094617524e-06
2461154.5,A.D. 2026-Apr-24 00:00:00.0000,-125487550.19370772,-82964433.478103,5679.5740593895325,15.944969607030588,-24.960412847286626,0.0014112724744119731,-125483912.66061977,-82968129.9387694,5613.242511758194,15.945653810827462,-24.960468170853886,0.001406460409330831,5186.508295417698,3.447709494062202e-05,0.0006864537047184807,2.3176402960127793e-05,995.6414253115654,6.618484342849883e-06
2461155.5,A.D. 2026-Apr-25 00:00:00.0000,-124091717.73932284,-85108840.44452678,5800.676682539284,16.365127686250116,-24.67747164379102,0.0013919632915424531,-124088021.28449003,-85112541.02296771,5733.938277382507,16.36580438724375,-24.677507597218604,0.0013873576435145534,5230.918957813729,3.476306153210961e-05,0.0006776710822612029,2.2886001299495892e-05,955.2158202826977,6.348067443738522e-06
2461156.5,A.D. 2026-Apr-26 00:00:00.0000,-122659802.74222785,-87228500.48596671,5920.0940373428175,16.780195105541722,-24.387582849490347,0.0013722624819827447,-122656048.0399027,-87232203.50816391,5852.966756196039,16.78086363524592,-24.38759948151376,0.0013678668332919907,5273.961415798693,3.503984800261935e-05,0.0006687510084684873,2.2590758953162668e-05,913.7327125668526,6.0707792187203365e-06
2461157.5,A.D. 2026-Apr-27 00:00:00.0000,-121192249.81694622,-89322817.36842278,6037.792507931591,17.190061478031748,-24.09084020235764,0.0013521751682823437,-121188437.59967357,-89326521.16577601,5970.294687451882,17.190721156976217,-24.09083758976731,0.0013479941573013854,5315.606392834611,3.530727129799549e-05,0.0006596973671746386,2.2290803284634294e-05,871.2178455591202,5.786795063358271e-06
2461158.5,A.D. 2026-Apr-28 00:00:00.0000,-119689513.0384488,-91391203.02615479,6153.738927390427,17.594618201321374,-23.787339038576796,0.0013317066497293695,-119685644.09788895,-91394905.93769038,6085.889347956832,17.595268342299757,-23.787317281206686,0.0013277458799067785,5355.824722812275,3.556514924499902e-05,0.0006505169964147786,2.1986361795960825e-05,827.6969642341137,5.49629003675867e-06
2461159.5,A.D. 2026-Apr-29 00:00:00.0000,-118152055.78731056,-93433077.6982203,6267.900599963962,17.99375847287511,-23.477176256610615,0.0013108625537014973,-118148130.97470893,-93436778.07237762,6199.718559382509,17.99439838574296,-23.4771354727069,0.0013071283489863301,5394.587255085785,3.58132999075684e-05,0.0006412220750468028,2.1677842944204248e-05,783.1963149309158,5.19944217913614e-06
2461160.5,A.D. 2026-Apr-30 00:00:00.0000,-116580350.593536,-95447870.06188293,6380.245333641768,18.38737730545515,-23.160450280730625,0.0012896489225138197,-116576370.81973955,-95451566.2579398,6311.750695385693,18.388006302703378,-23.160390603306503,0.0012861479937285262,5431.86489865616,3.605154186742231e-05,0.0006318316150134043,2.136588683591021e-05,737.7432008087635,4.896436194122447e-06
2461161.5,A.D. 2026-May-01 00:00:00.0000,-114974878.97904794,-97435017.36285466,6490.741477161646,18.775371542634442,-22.837261024231033,0.001268072227032846,-114970845.21403483,-97438707.75209552,6421.954688538655,18.775988944944412,-22.83718259880589,0.0012648113224370558,5467.628786994482,3.6279695304548965e-05,0.0006223719090419499,2.105138066090544e-05,691.3664982616901,4.587466866874629e-06
2461162.5,A.D. 2026-May-02 00:00:00.0000,-113336131.29883446,-99393965.5423545,6599.35795506835,19.157639874313027,-22.507709852566077,0.0012461393108420538,-113332044.5707908,-99397648.50911003,6530.300037070225,19.15824501538853,-22.507612836461682,0.001243124920345112,5501.850526985114,3.6497583633957874e-05,0.0006128759518234064,2.0735439410209232e-05,644.0970520079136,4.272741672777935e-06
2461163.5,A.D. 2026-May-03 00:00:00.0000,-111664606.58076076,-101324169.36098744,6706.064295426012,19.534082852088765,-22.171899546638606,0.0012238572787470758,-111660467.97479092,-101327843.30368005,6636.75681141842,19.534675082222602,-22.171784109790334,0.001221095447439834,5534.502489795406,3.67050354179709e-05,0.0006033819893527709,2.041935705032482e-05,595.9678941071033,3.952482215250283e-06
2461164.5,A.D. 2026-May-04 00:00:00.0000,-109960812.3640657,-103225092.51946506,6810.8306462466735,19.904602904291156,-21.82993426643395,0.0012012333499828998,-109956623.02066234,-103228755.85178217,6741.295660595605,19.90518159232958,-21.829800593493513,0.0011987296362975571,5565.55809700998,3.69018862442922e-05,0.0005939314517698485,2.0104536746087246e-05,547.0142592489719,3.6269243114461248e-06
2461165.5,A.D. 2026-May-05 00:00:00.0000,-108225264.5365814,-105096207.77620445,6913.627778515219,20.269104350477537,-21.481919515144376,0.0011782746998560967,-108221025.65000007,-105099858.92849681,6843.887818367079,20.269668884060437,-21.481767808517162,0.0011760342899305115,5594.992061961246,3.7087980304426826e-05,0.000584566579953595,1.9792410602707857e-05,497.2733989059925,3.29631674545682e-06
2461166.5,A.D. 2026-May-06 00:00:00.0000,-106458487.17073049,-106936997.0618523,7014.427075870334,20.62749341520508,-21.127962103873575,0.0011549883132868644,-106454199.98741561,-106940634.4828197,6944.505109244162,20.628043199360636,-21.12779258725551,0.0011530162796455732,5622.780553324055,3.726317145482256e-05,0.0005753280719879344,1.9484359957111662e-05,446.7842210829258,2.9609188684555997e-06
2461167.5,A.D. 2026-May-07 00:00:00.0000,-104661012.35837011,-108746951.59078565,7113.200512997807,20.979678240925594,-20.768170116956718,0.0011313808708255382,-104656678.17556523,-108750573.74947314,7043.119954292786,20.980212695265525,-20.767983038910657,0.001129682542915614,5648.901258491521,3.742732361273852e-05,0.0005662530539491105,1.918164653702155e-05,395.58680164813995,2.6209973523535898e-06
2461168.5,A.D. 2026-May-08 00:00:00.0000,-102833380.04456432,-110525571.96964306,7209.920626051724,21.32556889988809,-20.402652877886755,0.001107458682430007,-102829000.20921184,-110529177.35773176,7139.705376758753,21.326087454779017,-20.402448515017877,0.001106040081263992,5673.333338191322,3.758031043144077e-05,0.0005573736354638177,1.888536333532624e-05,343.72182604670525,2.276822487750192e-06
2461169.5,A.D. 2026-May-09 00:00:00.0000,-100976137.86037418,-112272368.30293699,7304.5604798048735,21.66507740497326,-20.03152091580406,0.0010832276781771455,-100971713.76837346,-112275955.43727708,7234.235007510808,21.66557949715003,-20.031299575145933,0.0010820959581626574,5696.057274710705,3.772201427162472e-05,0.000548716248805777,1.859641197295763e-05,291.2300255596638,1.928664451683418e-06
2461170.5,A.D. 2026-May-10 00:00:00.0000,-99089840.95475945,-113986860.29579097,7397.093636952341,21.99811771932386,-19.654885932556557,0.0010586934740901557,-99085374.05060817,-113990427.7210963,7326.683090302684,21.99860278756122,-19.654647952781456,0.001057857296944333,5717.054630744822,3.785232458285087e-05,0.0005403020150292412,1.8315514851114426e-05,238.15167167782784,1.5767899659064904e-06
2461171.5,A.D. 2026-May-11 00:00:00.0000,-97175051.82570176,-115668577.3538562,7487.49413587153,22.32460576495129,-19.272860770040232,0.0010338614836093996,-97170543.60248828,-115672123.64544211,7417.024486855405,22.325073246244536,-19.272606521405436,0.0010333312787291788,5736.30774333629,3.797113585784762e-05,0.0005321479201760152,1.804325479429843e-05,184.526204764843,1.2214598490812e-06
2461172.5,A.D. 2026-May-12 00:00:00.0000,-95232340.15062983,-117317058.68040946,7575.736480467022,22.644459430006744,-18.885559377946727,0.0010087371097524667,-95227792.15030994,-117320582.44686973,7505.234681761082,22.644908757038092,-18.885289260769593,0.0010085251403663326,5753.799395176706,3.807834544002306e-05,0.0005242691249859312,1.7780153196558577e-05,130.3920165002346,8.629275902596245e-07
2461173.5,A.D. 2026-May-13 00:00:00.0000,-93262282.61627531,-118931853.3706821,7661.795649237931,22.957598574916933,-18.493096781624164,0.000983325972838678,-93257696.43008773,-118935353.25636928,7591.289787209531,22.958029175398977,-18.492811223379732,0.0009834461723906617,5769.512513809667,3.8173851518683e-05,0.0005166820110548498,1.752677326048339e-05,75.78646296262741,5.014394504452145e-07
2461174.5,A.D. 2026-May-14 00:00:00.0000,-91265462.74803334,-120512520.50339645,7745.647123955192,23.263945037662918,-18.095589049618994,0.0009576341420522994,-91260840.01687978,-120515995.19061154,7675.166547538999,23.264356335886355,-18.095288501192606,0.000958101716995048,5783.429957428313,3.8257551699806895e-05,0.0005094073064188467,1.7283826070805663e-05,20.746089100837708,1.372359624282589e-07
2461175.5,A.D. 2026-May-15 00:00:00.0000,-89242470.73890316,-122058629.2294825,7827.266938038169,23.5634226382848,-17.693153260807858,0.000931668347329051,-89237813.15348853,-122062077.44032563,7756.842343612382,23.56381405912939,-17.692838192532154,0.0009324991660184822,5795.534447899466,3.8329342552398236e-05,0.0005024728711026345,1.7052265265059032e-05,34.69296446442604,2.294453654049322e-07
2461176.5,A.D. 2026-May-16 00:00:00.0000,-87193903.27805504,-123569758.85792403,7906.63174007833,23.85595718313834,-17.285907470765746,0.0009054361109690492,-87189212.57858144,-123573179.35582799,7836.295197020322,23.85632815829431,-17.285578369230677,0.0009066459589502183,5805.808702665311,3.8389120470415424e-05,0.0004959151645838226,1.683333707786851e-05,90.49444615840912,5.983666313159537e-07
2461177.5,A.D. 2026-May-17 00:00:00.0000,-85120363.37901756,-125045498.93866083,7983.718863412737,24.141476469507673,-16.873970677283097,0.0008789457510420817,-85115641.35427384,-125048890.52972229,7913.503774112549,24.14182644506491,-16.873628043999723,0.0008805495809502006,5814.23578531517,3.8436783979205755e-05,0.0004897785518072688,1.6628557052358496e-05,146.6214977502823,9.692862559803659e-07
